"","TF","target","importance"
"1275","ETS1","SUB1",5.19991825683426
"1276","ELF1","COPS3",5.19771194793468
"1277","KLF2","ENO1",5.19313769137459
"1278","HSF1","AUP1",5.19275544601698
"1279","FOS","SLC2A3",5.19118859902076
"1280","EOMES","RPS6",5.18397825376086
"1281","HMGB1","HLA.C",5.18224784358693
"1282","ZNF90","CD244",5.18050801996485
"1283","RARA","NDFIP2",5.18012159834392
"1284","JUNB","MT.ATP8",5.17944425229125
"1285","KLF2","RPL26",5.17650671715082
"1286","HMGB2","LINC00426",5.17600244648323
"1287","FOXP3","CCL22",5.17582067013405
"1288","BCL3","HNRNPK",5.17495439648226
"1289","HSF1","PHF20L1",5.1687442930647
"1290","MIOS","ELMSAN1",5.16479191069846
"1291","ZNF90","RPS24",5.16378714685882
"1292","ETS1","LEPROTL1",5.15739611094371
"1293","IKZF1","AKAP8L",5.15469541517641
"1294","ZNF230","TAP1",5.15347874795056
"1295","TFCP2","DAG1",5.15218230241447
"1296","KLF2","RPL7",5.14655208290489
"1297","SMARCC2","CRIP2",5.14611378305834
"1298","CLOCK","PRKCD",5.14552922537941
"1299","RARA","TAGLN2",5.14425904973015
"1300","PRDM1","VIM",5.14294648987917
"1301","ZNF554","PRKRIP1",5.14230545499478
"1302","IRF2","EID1",5.14223815997851
"1303","ZNF90","RPS19",5.14201021856744
"1304","FOSB","MCL1",5.13723154833903
"1305","FOXP3","C19ORF48",5.12851724178282
"1306","JUNB","PSME1",5.12830708272362
"1307","STAT4","R3HCC1",5.12806677524661
"1308","ZNF677","TOMM7",5.11887876095565
"1309","TBL1XR1","MTRNR2L1",5.11728596525166
"1310","SRF","DOT1L",5.11272679054442
"1311","FOXP1","APC",5.11194857428902
"1312","KLF6","RPS9",5.11186837501439
"1313","KLF11","NEK9",5.10496400997365
"1314","ATF2","RC3H2",5.10199602474844
"1315","JUND","RPL4",5.101325615891
"1316","E2F3","LINC00998",5.09983774882312
"1317","ETS2","KAT2A",5.0992359479516
"1318","CNOT3","SNRPA",5.09919840858446
"1319","ETS1","CBFB",5.09849083916577
"1320","MAZ","EIF4A3",5.09680498240762
"1321","RELA","CDKN1B",5.09530812631876
"1322","FOS","PTMA",5.09500276928856
"1323","JUNB","RPL14",5.09005560771418
"1324","FOXP3","SLC41A1",5.08749587398935
"1325","KLF6","TPM3",5.08596432433945
"1326","GTF3A","ZDHHC3",5.08582777123575
"1327","ARID3A","EEFSEC",5.08502857295079
"1328","ETS1","RPL35",5.08315181005907
"1329","LEF1","HSPD1",5.07345041133848
"1330","FOSB","ZFP36L2",5.0713800507031
"1331","ZFP64","LUZP1",5.07006291473931
"1332","PRDM1","RPL15",5.0681867085226
"1333","MAF","S100A11",5.0672107175061
"1334","PML","ARHGEF1",5.06439612215825
"1335","CREB3L4","KXD1",5.06314023755444
"1336","JUNB","SYNE2",5.06303490240386
"1337","HMGB1","RPL26",5.0594764539003
"1338","RARA","SPOP",5.055232944578
"1339","KLF6","MYL6",5.05087880814131
"1340","KLF6","S100A11",5.04911861258097
"1341","ATF6","LAMTOR4",5.04742891522729
"1342","CREM","BTG2",5.04664758741728
"1343","MAF","TNFRSF1B",5.04544503064983
"1344","ZNF90","RPS14",5.04525433560021
"1345","JUND","BTG2",5.04297531581753
"1346","CREM","SELL",5.04069603502322
"1347","ZNF121","PMEPA1",5.035530087937
"1348","SMARCC2","CD8A",5.03534333921848
"1349","ZNF90","RPS29",5.03506133190389
"1350","EZH2","PHF6",5.02926290955236
"1351","SMAD4","LITAF",5.02853525266909
"1352","GFI1","RPS9",5.02388045188248
"1353","XBP1","ZFAND1",5.01439256736159
"1354","CCNT2","TXN",5.01429900951841
"1355","RAD21","CTC1",5.01415228078103
"1356","TRIM28","TSC22D3",5.01369069598872
"1357","E4F1","TSTA3",5.01231313636794
"1358","RUNX3","RPSA",5.01124638191417
"1359","STAT4","GTPBP4",5.01003735926396
"1360","PRDM1","TRBC2",5.00684532672689
"1361","BACH1","IRF1",5.0009240902769
